TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2021,2,17,20,0,32XX E 6TH AVE,Hastings-Sunrise,497354.4137,5456879.8202
Theft from Vehicle,2021,6,8,5,3,32XX E 6TH AVE,Hastings-Sunrise,497354.4137,5456879.8202
Theft from Vehicle,2021,11,6,17,0,32XX E 6TH AVE,Hastings-Sunrise,497492.4602,5456888.2284
Theft from Vehicle,2021,6,11,12,0,32XX E 7TH AVE,Hastings-Sunrise,497389.6713,5456780.9791
Theft from Vehicle,2021,2,7,1,0,32XX E 7TH AVE,Hastings-Sunrise,497439.3243,5456780.658
Theft from Vehicle,2021,7,18,3,0,32XX E 7TH AVE,Hastings-Sunrise,497480.0516,5456789.5391
Theft from Vehicle,2021,6,23,22,0,32XX E 8TH AVE,Hastings-Sunrise,497468.5841,5456687.7498
Theft from Vehicle,2021,4,17,4,20,32XX GRAVELEY ST,Hastings-Sunrise,497358.0518,5457509.8889
Theft from Vehicle,2021,11,4,20,0,32XX KITCHENER ST,Hastings-Sunrise,497398.7701,5457720.644
Theft from Vehicle,2021,5,15,23,59,32XX NAPIER ST,Hastings-Sunrise,497404.0965,5458018.9389
Theft from Vehicle,2021,7,2,1,0,32XX NAPIER ST,Hastings-Sunrise,497404.0965,5458018.9389
Theft from Vehicle,2021,4,20,17,30,32XX NEW BRIGHTON RD,Hastings-Sunrise,497372.9847,5459558.7007
Theft from Vehicle,2021,7,10,14,0,32XX NEW BRIGHTON RD,Hastings-Sunrise,497372.9847,5459558.7007
Theft from Vehicle,2021,7,18,20,30,32XX PARKER ST,Hastings-Sunrise,497390.7232,5458120.9383
Theft from Vehicle,2021,7,19,0,0,32XX PARKER ST,Hastings-Sunrise,497519.2222,5458120.777
Theft from Vehicle,2021,8,29,21,0,32XX PARKER ST,Hastings-Sunrise,497522.9902,5458111.6283
Theft from Vehicle,2021,5,1,0,0,33XX ADANAC ST,Hastings-Sunrise,497561.816,5458294.769
Theft from Vehicle,2021,10,1,12,0,33XX ADANAC ST,Hastings-Sunrise,497561.816,5458294.769
Theft from Vehicle,2021,10,28,19,0,33XX ADANAC ST,Hastings-Sunrise,497580.0023,5458294.5668
Theft from Vehicle,2021,5,2,17,0,33XX E 2ND AVE,Hastings-Sunrise,497565.3229,5457296.6464
Theft from Vehicle,2021,11,14,20,30,33XX E 2ND AVE,Hastings-Sunrise,497612.4419,5457296.2863
Theft from Vehicle,2021,12,16,15,45,33XX E 3RD AVE,Hastings-Sunrise,497666.6368,5457204.2802
Theft from Vehicle,2021,7,15,20,40,33XX E 3RD AVE,Hastings-Sunrise,497714.9244,5457204.0366
Theft from Vehicle,2021,11,14,17,30,33XX E 8TH AVE,Hastings-Sunrise,497720.1188,5456677.3107
Theft from Vehicle,2021,8,6,10,30,33XX E BROADWAY AVE,Hastings-Sunrise,497617.7615,5456576.5568
Theft from Vehicle,2021,12,16,0,0,33XX PARKER ST,Hastings-Sunrise,497561.8607,5458111.5767
Theft from Vehicle,2021,3,5,21,30,33XX TURNER ST,Hastings-Sunrise,497563.0343,5458483.6377
Theft from Vehicle,2021,3,2,22,0,33XX TURNER ST,Hastings-Sunrise,497608.9584,5458474.1773
Theft from Vehicle,2021,1,26,23,38,33XX WILLIAM ST,Hastings-Sunrise,497575.1306,5457935.3288
Theft from Vehicle,2021,2,6,4,27,33XX WILLIAM ST,Hastings-Sunrise,497575.1306,5457935.3288
Theft from Vehicle,2021,3,18,3,47,33XX WILLIAM ST,Hastings-Sunrise,497741.8674,5457925.4471
Theft from Vehicle,2021,8,23,9,0,34XX BRIDGEWAY,Hastings-Sunrise,497860.9644,5459692.0918
Theft from Vehicle,2021,1,14,13,0,34XX DUNDAS ST,Hastings-Sunrise,497885.0246,5459109.1107
Theft from Vehicle,2021,2,14,2,0,34XX E 3RD AVE,Hastings-Sunrise,497902.65,5457193.9644
Theft from Vehicle,2021,11,14,19,40,34XX E 4TH AVE,Hastings-Sunrise,497754.0457,5457092.2025
Theft from Vehicle,2021,7,15,22,0,34XX E 4TH AVE,Hastings-Sunrise,497775.8196,5457101.3103
Theft from Vehicle,2021,5,23,21,0,34XX E 4TH AVE,Hastings-Sunrise,497816.7926,5457092.098
Theft from Vehicle,2021,9,7,23,0,34XX FRANKLIN ST,Hastings-Sunrise,497766.8833,5458808.7283
Theft from Vehicle,2021,5,17,19,0,34XX FRANKLIN ST,Hastings-Sunrise,497777.2427,5458808.6751
Theft from Vehicle,2021,10,1,9,34,34XX NAPIER ST,Hastings-Sunrise,497795.4599,5458017.8916
Theft from Vehicle,2021,3,16,22,0,34XX OXFORD ST,Hastings-Sunrise,497841.3743,5459218.6776
Theft from Vehicle,2021,10,1,14,0,34XX PANDORA ST,Hastings-Sunrise,497799.6305,5458907.2534
Theft from Vehicle,2021,9,25,22,0,34XX TERRA VITA PL,Hastings-Sunrise,497786.5943,5458199.4097
Theft from Vehicle,2021,12,5,20,0,34XX TRIUMPH ST,Hastings-Sunrise,497821.1111,5459018.7568
Theft from Vehicle,2021,10,14,23,0,34XX TRIUMPH ST,Hastings-Sunrise,497867.4145,5459009.1433
Theft from Vehicle,2021,1,2,9,0,34XX TURNER ST,Hastings-Sunrise,497817.3329,5458485.0124
Theft from Vehicle,2021,4,26,22,0,34XX WILLIAM ST,Hastings-Sunrise,497817.3828,5457923.8379
Theft from Vehicle,2021,5,29,17,0,34XX WILLIAM ST,Hastings-Sunrise,497879.6958,5457923.3186
Theft from Vehicle,2021,2,5,22,30,34XX WILLIAM ST,Hastings-Sunrise,497895.9272,5457932.3277
Theft from Vehicle,2021,9,14,1,44,35XX ADANAC ST,Hastings-Sunrise,498034.1411,5458292.6527
Theft from Vehicle,2021,9,20,13,21,35XX ADANAC ST,Hastings-Sunrise,498034.1411,5458292.6527
Theft from Vehicle,2021,11,14,19,0,35XX ADANAC ST,Hastings-Sunrise,498034.1411,5458292.6527
Theft from Vehicle,2021,10,31,21,0,35XX E 5TH AVE,Hastings-Sunrise,497996.1968,5457000.3404
Theft from Vehicle,2021,8,12,21,30,35XX E GEORGIA ST,Hastings-Sunrise,497947.8109,5458393.8157
Theft from Vehicle,2021,10,28,0,0,35XX E HASTINGS ST,Hastings-Sunrise,498049.4974,5458704.5814
Theft from Vehicle,2021,10,19,14,15,35XX E PENDER ST,Hastings-Sunrise,497973.2072,5458611.1458
Theft from Vehicle,2021,7,28,23,0,35XX E PENDER ST,Hastings-Sunrise,497995.8752,5458611.0843
Theft from Vehicle,2021,6,12,17,0,35XX E PENDER ST,Hastings-Sunrise,498068.325,5458601.744
Theft from Vehicle,2021,7,1,0,0,35XX MCGILL ST,Hastings-Sunrise,498111.9368,5459554.0411
Theft from Vehicle,2021,3,2,17,0,35XX TRINITY ST,Hastings-Sunrise,498124.7055,5459667.2507
Theft from Vehicle,2021,6,13,16,0,35XX TRIUMPH ST,Hastings-Sunrise,497950.2997,5459008.4502
Theft from Vehicle,2021,7,11,17,40,35XX TRIUMPH ST,Hastings-Sunrise,497950.2997,5459008.4502
Theft from Vehicle,2021,7,31,17,0,35XX TRIUMPH ST,Hastings-Sunrise,497950.2997,5459008.4502
Theft from Vehicle,2021,9,11,21,0,35XX TRIUMPH ST,Hastings-Sunrise,497950.2997,5459008.4502
Theft from Vehicle,2021,8,18,4,0,35XX TRIUMPH ST,Hastings-Sunrise,498102.614,5459009.2672
Theft from Vehicle,2021,2,5,20,0,35XX WILLIAM ST,Hastings-Sunrise,498030.9702,5457932.7965
Theft from Vehicle,2021,9,27,0,0,36XX E GEORGIA ST,Hastings-Sunrise,498136.5553,5458385.5199
Theft from Vehicle,2021,3,4,20,0,36XX E GEORGIA ST,Hastings-Sunrise,498153.864,5458394.3798
Theft from Vehicle,2021,8,22,17,0,36XX ETON ST,Hastings-Sunrise,498199.6943,5459435.9035
Theft from Vehicle,2021,4,9,0,0,36XX LOUGHEED HWY,Hastings-Sunrise,498141.2992,5456933.7981
Theft from Vehicle,2021,4,14,16,0,36XX LOUGHEED HWY,Hastings-Sunrise,498141.2992,5456933.7981
Theft from Vehicle,2021,11,24,0,0,36XX NAPIER ST,Hastings-Sunrise,498147.5558,5458024.7033
Theft from Vehicle,2021,8,30,2,41,36XX TRIUMPH ST,Hastings-Sunrise,498130.9973,5459009.3898
Theft from Vehicle,2021,2,10,22,0,36XX TURNER ST,Hastings-Sunrise,498255.4528,5458482.5572
Theft from Vehicle,2021,10,1,3,30,36XX WILLIAM ST,Hastings-Sunrise,498190.9423,5457924.3222
Theft from Vehicle,2021,1,25,16,30,36XX WILLIAM ST,Hastings-Sunrise,498245.2838,5457924.3853
Theft from Vehicle,2021,10,1,12,0,36XX WILLIAM ST,Hastings-Sunrise,498248.9036,5457933.5336
Theft from Vehicle,2021,2,6,0,0,3XX RENFREW ST,Hastings-Sunrise,496795.6928,5458789.3235
Theft from Vehicle,2021,9,17,12,0,4XX KASLO ST,Hastings-Sunrise,496610.975,5458706.9271
Theft from Vehicle,2021,10,9,19,0,5X PENTICTON ST,Hastings-Sunrise,496225.1298,5459064.5362
Theft from Vehicle,2021,1,16,22,0,5XX CASSIAR ST,Hastings-Sunrise,497761.3958,5458591.1981
Theft from Vehicle,2021,7,20,0,30,5XX CASSIAR ST,Hastings-Sunrise,497761.5391,5458600.8004
Theft from Vehicle,2021,5,18,22,0,5XX N RENFREW ST,Hastings-Sunrise,496792.4599,5459679.1728
Theft from Vehicle,2021,4,11,6,0,5XX NANAIMO ST,Hastings-Sunrise,495891.328,5458522.5821
Theft from Vehicle,2021,6,1,23,0,5XX NANAIMO ST,Hastings-Sunrise,495891.6262,5458590.7496
Theft from Vehicle,2021,7,27,16,50,5XX RENFREW ST,Hastings-Sunrise,496789.2256,5458566.8079
Theft from Vehicle,2021,5,6,4,0,6XX RUPERT ST,Hastings-Sunrise,497561.5169,5458432.0748
Theft from Vehicle,2021,1,26,0,0,7X N KASLO ST,Hastings-Sunrise,496608.2748,5459191.147
Theft from Vehicle,2021,12,20,0,0,7XX CASSIAR ST,Hastings-Sunrise,497758.6409,5458386.9549
Theft from Vehicle,2021,5,25,21,0,7XX CASSIAR ST,Hastings-Sunrise,497758.6668,5458381.6047
Theft from Vehicle,2021,1,1,1,0,7XX KASLO ST,Hastings-Sunrise,496595.9189,5458347.5157
Theft from Vehicle,2021,4,29,3,0,7XX KASLO ST,Hastings-Sunrise,496596.3229,5458355.9782
Theft from Vehicle,2021,5,8,5,10,7XX KASLO ST,Hastings-Sunrise,496596.3229,5458355.9782
Theft from Vehicle,2021,9,30,4,39,7XX KASLO ST,Hastings-Sunrise,496606.9917,5458387.6994
Theft from Vehicle,2021,2,12,23,0,7XX WINDERMERE ST,Hastings-Sunrise,497360.2315,5458331.0305
Theft from Vehicle,2021,6,21,12,0,9XX CASSIAR ST,Hastings-Sunrise,497769.3724,5458153.5563
Theft from Vehicle,2021,9,25,0,0,9XX LILLOOET ST,Hastings-Sunrise,497166.4715,5458086.7229
Theft from Vehicle,2021,7,10,1,0,9XX PENTICTON ST,Hastings-Sunrise,496211.9473,5458122.6441
Theft from Vehicle,2021,11,5,18,0,BOUNDARY RD / E HASTINGS ST,Hastings-Sunrise,498282.1836,5458709.6695
Theft from Vehicle,2021,10,29,21,5,BRIDGEWAY / E HASTINGS ST,Hastings-Sunrise,497659.3339,5459005.0919
Theft from Vehicle,2021,8,25,9,0,CASSIAR ST / LOUGHEED HWY,Hastings-Sunrise,497742.6118,5456594.8678
Theft from Vehicle,2021,1,15,5,0,DUNDAS ST / KOOTENAY ST,Hastings-Sunrise,498130.4745,5459112.0686
Theft from Vehicle,2021,8,4,21,0,DUNDAS ST / PENTICTON ST,Hastings-Sunrise,496220.3855,5459115.5286
Theft from Vehicle,2021,6,25,3,0,E 4TH AVE / KAMLOOPS ST,Hastings-Sunrise,496019.853,5457103.3034
Theft from Vehicle,2021,4,29,7,0,E 4TH AVE / KASLO ST,Hastings-Sunrise,496582.3358,5457101.4691
Theft from Vehicle,2021,11,16,15,30,E 5TH AVE / RENFREW ST,Hastings-Sunrise,496776.4022,5456993.8834
Theft from Vehicle,2021,9,7,12,30,E 6TH AVE / KAMLOOPS ST,Hastings-Sunrise,496019.4087,5456891.8246
Theft from Vehicle,2021,3,7,21,30,E 6TH AVE / SLOCAN ST,Hastings-Sunrise,496398.4634,5456889.7623
Theft from Vehicle,2021,6,7,1,0,E 6TH AVE / WINDERMERE ST,Hastings-Sunrise,497344.729,5456884.4434
Theft from Vehicle,2021,2,6,11,0,E 8TH AVE / KASLO ST,Hastings-Sunrise,496579.5318,5456687.5945
Theft from Vehicle,2021,5,17,21,0,E BROADWAY AVE / KASLO ST,Hastings-Sunrise,496577.4077,5456583.0401
Theft from Vehicle,2021,7,12,18,0,E HASTINGS ST / KASLO ST,Hastings-Sunrise,496606.4644,5458712.2049
Theft from Vehicle,2021,1,1,1,0,E HASTINGS ST / PENTICTON ST,Hastings-Sunrise,496219.8763,5458713.3909
Theft from Vehicle,2021,3,14,10,0,E HASTINGS ST / RENFREW ST,Hastings-Sunrise,496797.3878,5458712.2127
Theft from Vehicle,2021,6,15,16,50,E PENDER ST / SKEENA ST,Hastings-Sunrise,497939.4631,5458606.6653
Theft from Vehicle,2021,6,20,6,39,E PENDER ST / SKEENA ST,Hastings-Sunrise,497939.4636,5458606.6653
Theft from Vehicle,2021,4,9,10,0,FRANKLIN ST / KAMLOOPS ST,Hastings-Sunrise,496030.4147,5458814.1562
Theft from Vehicle,2021,2,16,2,6,GRAVELEY ST / RENFREW ST,Hastings-Sunrise,496784.3617,5457517.792
Theft from Vehicle,2021,4,5,1,0,KAMLOOPS ST / PARKER ST,Hastings-Sunrise,496022.747,5458117.4103
Theft from Vehicle,2021,9,26,4,0,N SLOCAN ST / TRINITY ST,Hastings-Sunrise,496414.9535,5459662.748
Theft from Vehicle,2021,10,14,16,0,PENTICTON ST / VENABLES ST,Hastings-Sunrise,496217.2603,5458209.6009
Theft of Bicycle,2021,7,22,3,37,10XX LILLOOET ST,Hastings-Sunrise,497166.291,5458059.1078
Theft of Bicycle,2021,8,3,21,30,10XX PENTICTON ST,Hastings-Sunrise,496220.6167,5458073.3262
Theft of Bicycle,2021,8,20,5,0,14XX RUPERT ST,Hastings-Sunrise,497547.1639,5457652.7521
Theft of Bicycle,2021,10,14,20,0,23XX LILLOOET ST,Hastings-Sunrise,497153.4892,5456702.4528
Theft of Bicycle,2021,5,9,12,0,24XX E 3RD AVE,Hastings-Sunrise,495992.4,5457198.506
Theft of Bicycle,2021,1,8,0,43,25XX GRAVELEY ST,Hastings-Sunrise,496082.9027,5457524.4972
Theft of Bicycle,2021,11,10,21,0,25XX TRIUMPH ST,Hastings-Sunrise,496043.3661,5459022.4559
Theft of Bicycle,2021,9,4,13,30,26XX ADANAC ST,Hastings-Sunrise,496399.9567,5458307.1797
Theft of Bicycle,2021,7,16,18,0,26XX CHARLES ST,Hastings-Sunrise,496327.1867,5457840.6226
Theft of Bicycle,2021,5,30,20,0,26XX DUNDAS ST,Hastings-Sunrise,496399.9205,5459119.39
Theft of Bicycle,2021,7,14,4,0,26XX E 1ST AVE,Hastings-Sunrise,496220.8749,5457401.0668
Theft of Bicycle,2021,7,25,12,0,26XX E 7TH AVE,Hastings-Sunrise,496312.9379,5456785.9298
Theft of Bicycle,2021,4,19,22,0,26XX TRIUMPH ST,Hastings-Sunrise,496244.4244,5459012.3875
Theft of Bicycle,2021,11,15,8,0,26XX TURNER ST,Hastings-Sunrise,496248.0344,5458488.7701
Theft of Bicycle,2021,12,14,18,30,27XX E HASTINGS ST,Hastings-Sunrise,496507.3157,5458707.9676
Theft of Bicycle,2021,6,13,17,0,27XX TURNER ST,Hastings-Sunrise,496566.2034,5458488.3417
Theft of Bicycle,2021,7,15,5,30,27XX TURNER ST,Hastings-Sunrise,496566.2034,5458488.3417
Theft of Bicycle,2021,9,6,20,45,28XX GRANT ST,Hastings-Sunrise,496626.4206,5457627.6591
Theft of Bicycle,2021,1,1,17,30,28XX GRAVELEY ST,Hastings-Sunrise,496625.9427,5457523.4665
Theft of Bicycle,2021,8,29,17,20,29XX E HASTINGS ST,Hastings-Sunrise,496816.2611,5458716.8049
Theft of Bicycle,2021,3,19,1,0,31XX E GEORGIA ST,Hastings-Sunrise,497208.0854,5458386.2772
Theft of Bicycle,2021,2,3,16,30,32XX E GEORGIA ST,Hastings-Sunrise,497494.8725,5458394.9325
Theft of Bicycle,2021,6,25,23,0,32XX E PENDER ST,Hastings-Sunrise,497398.9056,5458600.8366
Theft of Bicycle,2021,7,16,10,50,32XX GRANT ST,Hastings-Sunrise,497465.812,5457616.3776
Theft of Bicycle,2021,8,4,11,2,33XX E 8TH AVE,Hastings-Sunrise,497694.1356,5456677.4391
Theft of Bicycle,2021,2,6,13,40,33XX VENABLES ST,Hastings-Sunrise,497655.0957,5458212.1226
Theft of Bicycle,2021,7,23,10,0,35XX E HASTINGS ST,Hastings-Sunrise,498128.659,5458713.8068
Theft of Bicycle,2021,6,6,0,0,35XX FRANKLIN ST,Hastings-Sunrise,497975.2167,5458807.6425
Theft of Bicycle,2021,10,8,3,30,3XX KASLO ST,Hastings-Sunrise,496611.0317,5458723.4524
Theft of Bicycle,2021,1,31,20,0,7XX RENFREW ST,Hastings-Sunrise,496796.9002,5458359.3888
Theft of Bicycle,2021,3,16,9,0,7XX SLOCAN ST,Hastings-Sunrise,496414.0534,5458328.7151
Theft of Bicycle,2021,4,15,17,0,BOUNDARY RD / E HASTINGS ST,Hastings-Sunrise,498282.1836,5458709.6695
Theft of Bicycle,2021,6,27,0,0,E BROADWAY AVE / RUPERT ST,Hastings-Sunrise,497539.192,5456571.0531
Theft of Bicycle,2021,8,9,16,0,E HASTINGS ST / RENFREW ST,Hastings-Sunrise,496797.3878,5458712.2127
Theft of Bicycle,2021,6,20,20,0,MCGILL ST / N KAMLOOPS ST,Hastings-Sunrise,496033.255,5459555.2749
Theft of Vehicle,2021,5,25,16,6,13XX BOUNDARY RD,Hastings-Sunrise,498274.4741,5457794.4547
Theft of Vehicle,2021,1,20,11,45,15XX BOUNDARY RD,Hastings-Sunrise,498273.6005,5457512.5582
Theft of Vehicle,2021,6,29,15,1,22XX SKEENA ST,Hastings-Sunrise,497923.2667,5456789.7467
Theft of Vehicle,2021,10,15,6,4,22XX SKEENA ST,Hastings-Sunrise,497932.7109,5456869.3097
Theft of Vehicle,2021,11,24,16,0,23XX NANAIMO ST,Hastings-Sunrise,495886.5978,5456790.0526
Theft of Vehicle,2021,7,10,17,0,25XX E 4TH AVE,Hastings-Sunrise,496190.3722,5457098.1648
Theft of Vehicle,2021,10,2,18,0,25XX ETON ST,Hastings-Sunrise,496040.8894,5459438.667
Theft of Vehicle,2021,9,2,12,0,25XX WILLIAM ST,Hastings-Sunrise,496033.5471,5457928.2254
Theft of Vehicle,2021,7,24,21,0,25XX YALE ST,Hastings-Sunrise,496041.7022,5459773.0195
Theft of Vehicle,2021,10,9,20,0,26XX E 5TH AVE,Hastings-Sunrise,496240.9863,5457000.3057
Theft of Vehicle,2021,4,25,12,0,26XX E BROADWAY AVE,Hastings-Sunrise,496266.9538,5456588.3192
Theft of Vehicle,2021,9,6,16,0,26XX TRIUMPH ST,Hastings-Sunrise,496378.6064,5459020.8751
Theft of Vehicle,2021,9,14,4,30,26XX TRIUMPH ST,Hastings-Sunrise,496378.6064,5459020.8751
Theft of Vehicle,2021,10,15,18,30,26XX VENABLES ST,Hastings-Sunrise,496285.79,5458207.2439
Theft of Vehicle,2021,5,24,17,0,27XX ETON ST,Hastings-Sunrise,496420.0878,5459437.651
Theft of Vehicle,2021,10,11,0,37,27XX MCGILL ST,Hastings-Sunrise,496481.5006,5459557.3719
Theft of Vehicle,2021,3,1,21,0,27XX PANDORA ST,Hastings-Sunrise,496492.2295,5458919.5233
Theft of Vehicle,2021,10,15,19,0,27XX PARKER ST,Hastings-Sunrise,496428.7901,5458112.4661
Theft of Vehicle,2021,9,9,17,15,28XX E 7TH AVE,Hastings-Sunrise,496674.6898,5456785.4957
Theft of Vehicle,2021,1,13,4,0,28XX FRANKLIN ST,Hastings-Sunrise,496625.8052,5458817.4754
Theft of Vehicle,2021,6,28,21,30,28XX PANDORA ST,Hastings-Sunrise,496609.4352,5458909.8464
Theft of Vehicle,2021,6,6,1,0,29XX E GEORGIA ST,Hastings-Sunrise,496858.4976,5458387.2132
Theft of Vehicle,2021,12,23,12,0,29XX GRANT ST,Hastings-Sunrise,496831.2071,5457618.3538
Theft of Vehicle,2021,10,23,2,59,2XX KAMLOOPS ST,Hastings-Sunrise,496034.9469,5458912.0501
Theft of Vehicle,2021,7,29,22,0,30XX E 3RD AVE,Hastings-Sunrise,496986.327,5457198.4227
Theft of Vehicle,2021,12,28,3,30,30XX KITCHENER ST,Hastings-Sunrise,497142.1709,5457730.27
Theft of Vehicle,2021,6,1,7,45,30XX TURNER ST,Hastings-Sunrise,497113.7829,5458477.7717
Theft of Vehicle,2021,10,12,1,45,31XX E 6TH AVE,Hastings-Sunrise,497169.3606,5456880.9417
Theft of Vehicle,2021,11,14,18,0,31XX PARKER ST,Hastings-Sunrise,497172.3617,5458064.4211
Theft of Vehicle,2021,5,15,22,0,31XX PARKER ST,Hastings-Sunrise,497229.6846,5458073.867
Theft of Vehicle,2021,9,3,18,0,32XX E 2ND AVE,Hastings-Sunrise,497439.3913,5457306.0219
Theft of Vehicle,2021,1,4,22,0,32XX GRAVELEY ST,Hastings-Sunrise,497374.6903,5457518.9235
Theft of Vehicle,2021,8,17,20,0,34XX CAMBRIDGE ST,Hastings-Sunrise,497884.53,5459322.8619
Theft of Vehicle,2021,6,12,23,0,34XX DUNDAS ST,Hastings-Sunrise,497838.656,5459118.9789
Theft of Vehicle,2021,1,15,17,0,34XX FRANKLIN ST,Hastings-Sunrise,497847.3729,5458808.3146
Theft of Vehicle,2021,11,15,3,4,35XX ADANAC ST,Hastings-Sunrise,498034.1411,5458292.6527
Theft of Vehicle,2021,11,13,17,0,35XX FRANKLIN ST,Hastings-Sunrise,497946.0459,5458807.8047
Theft of Vehicle,2021,7,18,20,0,35XX FRANKLIN ST,Hastings-Sunrise,498080.9609,5458807.0546
Theft of Vehicle,2021,3,14,18,30,35XX PANDORA ST,Hastings-Sunrise,497946.0516,5458906.9437
Theft of Vehicle,2021,3,12,19,6,36XX LOUGHEED HWY,Hastings-Sunrise,498258.2919,5456982.7456
Theft of Vehicle,2021,8,31,21,30,36XX NAPIER ST,Hastings-Sunrise,498110.8348,5458015.8148
Theft of Vehicle,2021,5,1,15,40,36XX TURNER ST,Hastings-Sunrise,498264.3783,5458473.3949
Theft of Vehicle,2021,9,21,22,59,3XX N NANAIMO ST,Hastings-Sunrise,495896.5147,5459469.4614
Theft of Vehicle,2021,5,25,17,30,3XX N PENTICTON ST,Hastings-Sunrise,496226.8578,5459445.6648
Theft of Vehicle,2021,5,29,15,0,4XX N NANAIMO ST,Hastings-Sunrise,495893.4063,5459620.2319
Theft of Vehicle,2021,6,7,17,0,4XX N NANAIMO ST,Hastings-Sunrise,495893.4063,5459620.2319
Theft of Vehicle,2021,1,11,17,0,4XX RENFREW ST,Hastings-Sunrise,496791.6753,5458675.3917
Theft of Vehicle,2021,8,31,18,0,5XX CASSIAR ST,Hastings-Sunrise,497761.573,5458603.332
Theft of Vehicle,2021,7,22,22,0,5XX N NANAIMO ST,Hastings-Sunrise,495894.4241,5459669.2772
Theft of Vehicle,2021,5,25,4,53,5XX NANAIMO ST,Hastings-Sunrise,495891.7091,5458607.0638
Theft of Vehicle,2021,8,6,1,53,6XX SLOCAN ST,Hastings-Sunrise,496415.959,5458481.2998
Theft of Vehicle,2021,9,16,21,30,E 2ND AVE / WINDERMERE ST,Hastings-Sunrise,497348.4809,5457301.6758
Theft of Vehicle,2021,3,2,0,21,E HASTINGS ST / RENFREW ST,Hastings-Sunrise,496797.3878,5458712.2127
Theft of Vehicle,2021,3,16,13,10,E HASTINGS ST / RENFREW ST,Hastings-Sunrise,496797.3881,5458712.2128
Theft of Vehicle,2021,5,31,10,0,FRANKLIN ST / KAMLOOPS ST,Hastings-Sunrise,496030.4144,5458814.1565
Theft of Vehicle,2021,10,26,0,0,KAMLOOPS ST / PANDORA ST,Hastings-Sunrise,496030.3728,5458917.2
Vehicle Collision or Pedestrian Struck (with Injury),2021,3,19,7,36,10XX BLOCK BOUNDARY RD,Hastings-Sunrise,498281.0,5458192.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,9,4,2,24,22XX BLOCK RUPERT ST,Hastings-Sunrise,497550.0,5456867.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,10,11,16,15,23XX IRONWORKERS MEMORIAL BRDG,Hastings-Sunrise,498102.2667,5460027.7278
Vehicle Collision or Pedestrian Struck (with Injury),2021,6,9,10,31,23XX IRONWORKERS MEMORIAL BRDG,Hastings-Sunrise,498102.2667,5460027.7278
Vehicle Collision or Pedestrian Struck (with Injury),2021,10,30,15,22,23XX IRONWORKERS MEMORIAL BRDG,Hastings-Sunrise,498103.0,5459950.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,4,25,12,59,24XX BLOCK E 1ST AVE,Hastings-Sunrise,495912.0,5457407.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,3,17,18,33,24XX TRANS CANADA HWY,Hastings-Sunrise,498051.0,5459768.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,10,12,21,6,26XX E 1ST AVE,Hastings-Sunrise,496371.0,5457404.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,1,19,12,26XX E HASTINGS ST,Hastings-Sunrise,496316.0,5458713.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,3,30,10,4,26XX TRANS CANADA HWY,Hastings-Sunrise,497713.0,5458543.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,4,11,12,14,26XX TRANS CANADA HWY,Hastings-Sunrise,497713.0,5458543.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,9,10,17,16,26XX TRANS CANADA HWY,Hastings-Sunrise,497713.0,5458543.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,10,12,20,44,26XX TRANS CANADA HWY,Hastings-Sunrise,497856.0,5457750.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,5,1,13,17,27XX BLOCK MCGILL ST,Hastings-Sunrise,496445.0,5459553.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,17,22,52,27XX BLOCK MCGILL ST,Hastings-Sunrise,496445.0,5459553.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,3,23,34,28XX BLOCK E 1ST AVE,Hastings-Sunrise,496618.0,5457404.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,3,31,8,15,29XX BLOCK MCGILL ST,Hastings-Sunrise,496844.0,5459548.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,7,27,17,4,30XX BLOCK MCGILL ST,Hastings-Sunrise,497101.0,5459554.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,6,19,23,21,31XX BLOCK E 7TH AVE,Hastings-Sunrise,497190.0,5456787.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,2,2,9,18,31XX BLOCK E GEORGIA ST,Hastings-Sunrise,497206.0,5458391.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,26,22,25,31XX BLOCK E HASTINGS ST,Hastings-Sunrise,497207.0,5458713.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,10,29,15,20,32XX BLOCK E HASTINGS ST,Hastings-Sunrise,497393.0,5458713.0
Vehicle Collision or Pedestrian Struck (with Injury),2021,3,18,20,54,33XX BLOCK E 5TH AVE,Hastings-Sunrise,497575.0,5456989.0
